date,price_usd_per_ton
2015-11-04,16.798221588134766
2015-11-05,16.353281021118164
2015-11-06,16.23691177368164
2015-11-09,15.96994686126709
2015-11-10,16.01786231994629
2015-11-11,15.90149211883545
2015-11-12,15.394944190979004
2015-11-13,15.408636093139648
2015-11-16,15.504470825195312
2015-11-17,15.16220760345459
2015-11-18,15.75774097442627
2015-11-19,15.84673023223877
2015-11-20,15.59345817565918
2015-11-23,15.401789665222168
2015-11-24,15.791966438293457
2015-11-25,15.545540809631348
2015-11-27,15.436015129089355
2015-11-30,15.367566108703613
2015-12-01,15.429169654846191
2015-12-02,15.10059928894043
2015-12-03,14.991076469421387
2015-12-04,14.874709129333496
2015-12-07,14.429766654968262
2015-12-08,13.902681350708008
2015-12-09,14.149114608764648
2015-12-10,14.52559757232666
2015-12-11,13.943756103515625
2015-12-14,13.765778541564941
2015-12-15,13.806851387023926
2015-12-16,13.895837783813477
2015-12-17,13.526196479797363
2015-12-18,13.539885520935059
2015-12-21,13.628768920898438
2015-12-22,14.15628719329834
2015-12-23,14.683806419372559
2015-12-24,14.575410842895508
2015-12-28,14.286359786987305
2015-12-29,14.344170570373535
2015-12-30,14.206868171691895
2015-12-31,14.091252326965332
2016-01-04,13.845556259155273
2016-01-05,13.917821884155273
2016-01-06,13.390301704406738
2016-01-07,12.696578979492188
2016-01-08,12.429205894470215
2016-01-11,12.212417602539062
2016-01-12,12.075117111206055
2016-01-13,11.757161140441895
2016-01-14,12.176286697387695
2016-01-15,11.61986255645752
2016-01-19,11.655993461608887
2016-01-20,11.504241943359375
2016-01-21,11.61263656616211
2016-01-22,11.793292045593262
2016-01-25,11.497016906738281
2016-01-26,12.082344055175781
2016-01-27,11.930594444274902
2016-01-28,12.140153884887695
2016-01-29,12.725483894348145
2016-02-01,12.617088317871094
2016-02-02,12.140153884887695
2016-02-03,12.631542205810547
2016-02-04,13.51314926147461
2016-02-05,13.187965393066406
2016-02-08,12.913368225097656
2016-02-09,12.573731422424316
2016-02-10,12.544825553894043
2016-02-11,12.176286697387695
2016-02-12,12.927818298339844
2016-02-16,13.346942901611328
2016-02-17,13.89614200592041
2016-02-18,13.563733100891113
2016-02-19,13.498695373535156
2016-02-22,14.1996488571167
2016-02-23,13.672127723693848
2016-02-24,13.63599681854248
2016-02-25,13.57095718383789
2016-02-26,13.643220901489258
2016-02-29,14.040668487548828
2016-03-01,14.589862823486328
2016-03-02,15.753294944763184
2016-03-03,16.230228424072266
2016-03-04,16.866140365600586
2016-03-07,17.646581649780273
2016-03-08,16.4831485748291
2016-03-09,16.490379333496094
2016-03-10,16.952857971191406
2016-03-11,17.11183738708496
2016-03-14,16.974536895751953
2016-03-15,16.36030387878418
2016-03-16,17.090158462524414
2016-03-17,17.950084686279297
2016-03-18,18.051252365112305
2016-03-21,17.913955688476562
2016-03-22,18.051252365112305
2016-03-23,17.29249382019043
2016-03-24,17.639354705810547
2016-03-28,17.71884536743164
2016-03-29,17.848920822143555
2016-03-30,18.21746063232422
2016-03-31,18.058481216430664
2016-04-01,18.296947479248047
2016-04-04,17.754976272583008
2016-04-05,17.76943016052246
2016-04-06,17.885051727294922
2016-04-07,17.516508102416992
2016-04-08,18.412569046020508
2016-04-11,19.164100646972656
2016-04-12,19.872276306152344
2016-04-13,20.96344566345215
2016-04-14,20.558773040771484
2016-04-15,20.659940719604492
2016-04-18,20.78278923034668
2016-04-19,21.592132568359375
2016-04-20,21.98235321044922
2016-04-21,21.36811637878418
2016-04-22,21.266950607299805
2016-04-25,20.356433868408203
2016-04-26,20.790016174316406
2016-04-27,21.22359275817871
2016-04-28,21.2380428314209
2016-04-29,21.42593002319336
2016-05-02,21.418701171875
2016-05-03,20.26249885559082
2016-05-04,19.90840721130371
2016-05-05,19.539867401123047
2016-05-06,19.85059928894043
2016-05-09,18.36198616027832
2016-05-10,19.012348175048828
2016-05-11,18.990671157836914
2016-05-12,18.557090759277344
2016-05-13,17.993446350097656
2016-05-16,18.24636459350586
2016-05-17,18.275266647338867
2016-05-18,17.617677688598633
2016-05-19,17.63212776184082
2016-05-20,17.530961990356445
2016-05-23,17.726070404052734
2016-05-24,17.63212776184082
2016-05-25,18.1307430267334
2016-05-26,18.275266647338867
2016-05-27,18.015121459960938
2016-05-31,18.02235221862793
2016-06-01,18.051252365112305
2016-06-02,18.318626403808594
2016-06-03,18.98344612121582
2016-06-06,19.61935806274414
2016-06-07,19.64826011657715
2016-06-08,20.45037841796875
2016-06-09,19.691619873046875
2016-06-10,19.323081970214844
2016-06-13,19.019577026367188
2016-06-14,18.57876968383789
2016-06-15,19.12796974182129
2016-06-16,19.229137420654297
2016-06-17,19.388118743896484
2016-06-20,19.893957138061523
2016-06-21,19.604904174804688
2016-06-22,19.4820556640625
2016-06-23,20.2119140625
2016-06-24,18.54986572265625
2016-06-27,18.065706253051758
2016-06-28,18.752201080322266
2016-06-29,19.185781478881836
2016-06-30,19.951766967773438
2016-07-01,20.493736267089844
2016-07-05,19.857826232910156
2016-07-06,20.103515625
2016-07-07,19.966217041015625
2016-07-08,20.73220443725586
2016-07-11,21.346437454223633
2016-07-12,22.191913604736328
2016-07-13,22.350894927978516
2016-07-14,22.473739624023438
2016-07-15,22.480966567993164
2016-07-18,22.654394149780273
2016-07-19,21.881183624267578
2016-07-20,21.577682495117188
2016-07-21,21.68607521057129
2016-07-22,21.96067237854004
2016-07-25,21.866731643676758
2016-07-26,22.900089263916016
2016-07-27,23.145780563354492
2016-07-28,23.174686431884766
2016-07-29,23.246952056884766
2016-08-01,22.820602416992188
2016-08-02,22.41592788696289
2016-08-03,23.001258850097656
2016-08-04,23.080747604370117
2016-08-05,23.49987030029297
2016-08-08,23.3553466796875
2016-08-09,23.160232543945312
2016-08-10,22.835052490234375
2016-08-11,23.03016471862793
2016-08-12,22.365345001220703
2016-08-15,23.044614791870117
2016-08-16,23.066293716430664
2016-08-17,22.928993225097656
2016-08-18,23.21804428100586
2016-08-19,22.755563735961914
2016-08-22,22.51709747314453
2016-08-23,22.59658432006836
2016-08-24,21.94622230529785
2016-08-25,22.047388076782227
2016-08-26,21.801694869995117
2016-08-29,22.293079376220703
2016-08-30,21.780014038085938
2016-08-31,21.512645721435547
2016-09-01,21.642715454101562
2016-09-02,22.011255264282227
2016-09-06,22.452058792114258
2016-09-07,22.372568130493164
2016-09-08,22.199138641357422
2016-09-09,21.064613342285156
2016-09-12,21.41147232055664
2016-09-13,20.22636604309082
2016-09-14,20.284177780151367
2016-09-15,20.52264404296875
2016-09-16,20.276948928833008
2016-09-19,20.724979400634766
2016-09-20,20.69607162475586
2016-09-21,21.642715454101562
2016-09-22,21.83060073852539
2016-09-23,21.85950469970703
2016-09-26,21.765560150146484
2016-09-27,21.787240982055664
2016-09-28,22.748336791992188
2016-09-29,22.278629302978516
2016-09-30,22.437606811523438
2016-10-03,22.488191604614258
2016-10-04,21.96067237854004
2016-10-05,22.40869903564453
2016-10-06,22.430381774902344
2016-10-07,22.473739624023438
2016-10-10,22.965126037597656
2016-10-11,22.524320602416992
2016-10-12,22.67607307434082
2016-10-13,21.996803283691406
2016-10-14,22.177459716796875
2016-10-17,22.34366798400879
2016-10-18,22.820602416992188
2016-10-19,23.189138412475586
2016-10-20,23.478191375732422
2016-10-21,23.615489959716797
2016-10-24,23.904544830322266
2016-10-25,24.114105224609375
2016-10-26,24.1213321685791
2016-10-27,23.72388458251953
2016-10-28,23.752792358398438
2016-10-31,24.02016258239746
2016-11-01,23.68775177001953
2016-11-02,23.290307998657227
2016-11-03,23.767244338989258
2016-11-04,23.767244338989258
2016-11-07,24.793376922607422
2016-11-08,25.01738739013672
2016-11-09,26.36870765686035
2016-11-10,27.069650650024414
2016-11-11,26.82396125793457
2016-11-14,27.611623764038086
2016-11-15,27.235857009887695
2016-11-16,26.780603408813477
2016-11-17,26.83841323852539
2016-11-18,26.61440086364746
2016-11-21,27.2647647857666
2016-11-22,28.905126571655273
2016-11-23,29.28089714050293
2016-11-25,29.29534912109375
2016-11-28,29.461549758911133
2016-11-29,28.51490592956543
2016-11-30,28.666658401489258
2016-12-01,28.57271957397461
2016-12-02,29.035205841064453
2016-12-05,29.89513397216797
2016-12-06,30.13359260559082
2016-12-07,31.11637306213379
2016-12-08,31.02243423461914
2016-12-09,30.25644874572754
2016-12-12,30.017980575561523
2016-12-13,29.432645797729492
2016-12-14,29.05687713623047
2016-12-15,29.20863151550293
2016-12-16,28.522138595581055
2016-12-19,27.924945831298828
2016-12-20,28.58930206298828
2016-12-21,28.611204147338867
2016-12-22,28.070953369140625
2016-12-23,28.049057006835938
2016-12-27,28.47249984741211
2016-12-28,28.23887062072754
2016-12-29,28.143962860107422
2016-12-30,27.589115142822266
2017-01-03,28.428686141967773
2017-01-04,28.881328582763672
2017-01-05,29.093046188354492
2017-01-06,28.392183303833008
2017-01-09,28.24617576599121
2017-01-10,29.633296966552734
2017-01-11,30.210046768188477
2017-01-12,30.020225524902344
2017-01-13,29.947223663330078
2017-01-17,29.896120071411133
2017-01-18,30.516666412353516
2017-01-19,30.012929916381836
2017-01-20,30.100534439086914
2017-01-23,30.567773818969727
2017-01-24,31.202926635742188
2017-01-25,31.005815505981445
2017-01-26,30.96930694580078
2017-01-27,31.027719497680664
2017-01-30,30.246545791625977
2017-01-31,30.158939361572266
2017-02-01,30.39255714416504
2017-02-02,30.735694885253906
2017-02-03,29.903417587280273
2017-02-06,29.735506057739258
2017-02-07,29.647891998291016
2017-02-08,29.903417587280273
2017-02-09,30.713788986206055
2017-02-10,31.546064376831055
2017-02-13,32.75796890258789
2017-02-14,32.51704788208008
2017-02-15,32.60465621948242
2017-02-16,32.473236083984375
2017-02-17,32.32722854614258
2017-02-21,33.04999542236328
2017-02-22,32.728763580322266
2017-02-23,31.44385528564453
2017-02-24,31.07151985168457
2017-02-27,31.611766815185547
2017-02-28,31.290544509887695
2017-03-01,32.31262969970703
2017-03-02,30.991209030151367
2017-03-03,31.34894561767578
2017-03-06,30.764892578125
2017-03-07,30.224645614624023
2017-03-08,29.487279891967773
2017-03-09,29.166051864624023
2017-03-10,29.19525909423828
2017-03-13,29.98372459411621
2017-03-14,29.83770751953125
2017-03-15,31.41465187072754
2017-03-16,31.378150939941406
2017-03-17,31.078819274902344
2017-03-20,31.327043533325195
2017-03-21,29.545682907104492
2017-03-22,29.845016479492188
2017-03-23,29.479978561401367
2017-03-24,29.05653953552246
2017-03-27,28.93243408203125
2017-03-28,29.443477630615234
2017-03-29,29.56028938293457
2017-03-30,29.487279891967773
2017-03-31,29.472679138183594
2017-04-03,29.26095962524414
2017-04-04,29.698999404907227
2017-04-05,28.859426498413086
2017-04-06,28.983537673950195
2017-04-07,29.129549026489258
2017-04-10,28.96162986755371
2017-04-11,29.15874671936035
2017-04-12,27.778932571411133
2017-04-13,27.121875762939453
2017-04-17,27.151073455810547
2017-04-18,26.851747512817383
2017-04-19,26.618127822875977
2017-04-20,27.567211151123047
2017-04-21,27.625619888305664
2017-04-24,28.173171997070312
2017-04-25,28.40678596496582
2017-04-26,27.9322452545166
2017-04-27,27.69862174987793
2017-04-28,27.77163314819336
2017-05-01,27.90304946899414
2017-05-02,27.859237670898438
2017-05-03,26.946659088134766
2017-05-04,26.428316116333008
2017-05-05,26.7203369140625
2017-05-08,26.399110794067383
2017-05-09,26.501319885253906
2017-05-10,26.778745651245117
2017-05-11,26.713037490844727
2017-05-12,26.38450813293457
2017-05-15,26.98316192626953
2017-05-16,27.297086715698242
2017-05-17,26.625431060791016
2017-05-18,25.953773498535156
2017-05-19,26.7568416595459
2017-05-22,26.822547912597656
2017-05-23,27.413902282714844
2017-05-24,26.98316192626953
2017-05-25,26.939363479614258
2017-05-26,26.917457580566406
2017-05-30,27.114574432373047
2017-05-31,26.713037490844727
2017-06-01,26.7568416595459
2017-06-02,26.55242347717285
2017-06-05,26.647329330444336
2017-06-06,26.53782081604004
2017-06-07,26.428316116333008
2017-06-08,27.19487953186035
2017-06-09,27.260589599609375
2017-06-12,27.202177047729492
2017-06-13,27.165678024291992
2017-06-14,26.581623077392578
2017-06-15,25.902667999267578
2017-06-16,25.93187141418457
2017-06-19,26.194692611694336
2017-06-20,25.683650970458984
2017-06-21,25.756656646728516
2017-06-22,26.158191680908203
2017-06-23,26.581623077392578
2017-06-26,26.669235229492188
2017-06-27,26.778745651245117
2017-06-28,27.80083656311035
2017-06-29,27.80083656311035
2017-06-30,28.10746192932129
2017-07-03,28.538198471069336
2017-07-05,28.42138671875
2017-07-06,28.33378028869629
2017-07-07,28.18776512145996
2017-07-10,28.68421173095703
2017-07-11,29.078447341918945
2017-07-12,29.37047004699707
2017-07-13,29.56758689880371
2017-07-14,29.56028938293457
2017-07-17,29.87421417236328
2017-07-18,29.75740623474121
2017-07-19,30.253847122192383
2017-07-20,29.961824417114258
2017-07-21,29.5164852142334
2017-07-24,29.69169044494629
2017-07-25,30.531272888183594
2017-07-26,30.0859317779541
2017-07-27,29.91071891784668
2017-07-28,29.61138916015625
2017-07-31,30.04943084716797
2017-08-01,29.647891998291016
2017-08-02,29.531084060668945
2017-08-03,29.36317253112793
2017-08-04,29.80120849609375
2017-08-07,30.57508087158203
2017-08-08,30.40716552734375
2017-08-09,30.129737854003906
2017-08-10,29.742807388305664
2017-08-11,29.239055633544922
2017-08-14,29.37047004699707
2017-08-15,29.217159271240234
2017-08-16,29.830413818359375
2017-08-17,29.0273380279541
2017-08-18,29.34856605529785
2017-08-21,29.209854125976562
2017-08-22,29.78660774230957
2017-08-23,30.370651245117188
2017-08-24,30.39255714416504
2017-08-25,30.516666412353516
2017-08-28,30.57508087158203
2017-08-29,30.67728614807129
2017-08-30,30.98391342163086
2017-08-31,31.159130096435547
2017-09-01,31.83809471130371
2017-09-05,31.648265838623047
2017-09-06,31.89649200439453
2017-09-07,32.06440353393555
2017-09-08,31.560667037963867
2017-09-11,31.933000564575195
2017-09-12,31.95490074157715
2017-09-13,31.706676483154297
2017-09-14,31.224834442138672
2017-09-15,31.341642379760742
2017-09-18,31.699373245239258
2017-09-19,31.626367568969727
2017-09-20,31.567962646484375
2017-09-21,30.92551040649414
2017-09-22,30.604278564453125
2017-09-25,30.239248275756836
2017-09-26,30.312252044677734
2017-09-27,30.480167388916016
2017-09-28,30.443666458129883
2017-09-29,30.808700561523438
2017-10-02,31.159130096435547
2017-10-03,31.4073486328125
2017-10-04,31.494958877563477
2017-10-05,31.392749786376953
2017-10-06,31.254039764404297
2017-10-09,30.626182556152344
2017-10-10,30.74298667907715
2017-10-11,30.74298667907715
2017-10-12,31.005815505981445
2017-10-13,32.14471435546875
2017-10-16,32.03520584106445
2017-10-17,31.69207763671875
2017-10-18,31.728572845458984
2017-10-19,31.933000564575195
2017-10-20,32.21772766113281
2017-10-23,31.903791427612305
2017-10-24,32.436744689941406
2017-10-25,32.108211517333984
2017-10-26,31.830785751342773
2017-10-27,31.76508903503418
2017-10-30,31.23943328857422
2017-10-31,30.940113067626953
2017-11-01,31.18832778930664
2017-11-02,31.487655639648438
2017-11-03,31.137224197387695
2017-11-06,31.589868545532227
2017-11-07,31.064220428466797
2017-11-08,31.056921005249023
2017-11-09,30.545875549316406
2017-11-10,30.42176628112793
2017-11-13,30.312252044677734
2017-11-14,29.436180114746094
2017-11-15,29.385074615478516
2017-11-16,29.596797943115234
2017-11-17,29.830413818359375
2017-11-20,30.122434616088867
2017-11-21,30.516666412353516
2017-11-22,30.79410171508789
2017-11-24,31.005815505981445
2017-11-27,30.74298667907715
2017-11-28,30.881704330444336
2017-11-29,30.947412490844727
2017-11-30,30.92551040649414
2017-12-01,30.932802200317383
2017-12-04,31.53145408630371
2017-12-05,30.903602600097656
2017-12-06,31.078819274902344
2017-12-07,31.217533111572266
2017-12-08,31.597164154052734
2017-12-11,31.933000564575195
2017-12-12,32.04250717163086
2017-12-13,32.10091018676758
2017-12-14,31.516860961914062
2017-12-15,31.947593688964844
2017-12-18,32.79441452026367
2017-12-19,32.84681701660156
2017-12-20,33.52816390991211
2017-12-21,33.924991607666016
2017-12-22,33.805206298828125
2017-12-26,34.1795654296875
2017-12-27,34.07243347167969
2017-12-28,34.52942657470703
2017-12-29,34.3496208190918
2018-01-02,35.7580680847168
2018-01-03,36.15513610839844
2018-01-04,36.49225997924805
2018-01-05,36.634613037109375
2018-01-08,37.21146774291992
2018-01-09,36.97922897338867
2018-01-10,37.129066467285156
2018-01-11,38.20787048339844
2018-01-12,38.31275939941406
2018-01-16,37.4287223815918
2018-01-17,38.08051681518555
2018-01-18,37.631011962890625
2018-01-19,37.77334976196289
2018-01-22,37.803314208984375
2018-01-23,37.53361511230469
2018-01-24,37.97562789916992
2018-01-25,37.87823486328125
2018-01-26,38.28278732299805
2018-01-29,37.998104095458984
2018-01-30,37.38378143310547
2018-01-31,37.03166580200195
2018-02-01,37.15153503417969
2018-02-02,35.608238220214844
2018-02-05,34.73170471191406
2018-02-06,35.86295700073242
2018-02-07,35.121273040771484
2018-02-08,33.95255661010742
2018-02-09,34.65678405761719
2018-02-12,35.46589279174805
2018-02-13,35.900413513183594
2018-02-14,37.24892807006836
2018-02-15,37.53361511230469
2018-02-16,38.48506546020508
2018-02-20,37.713417053222656
2018-02-21,37.4287223815918
2018-02-22,37.66097640991211
2018-02-23,38.0505485534668
2018-02-26,38.73229217529297
2018-02-27,38.08800506591797
2018-02-28,36.86684799194336
2018-03-01,37.286380767822266
2018-03-02,36.91929244995117
2018-03-05,36.90430450439453
2018-03-06,37.01668930053711
2018-03-07,37.061641693115234
2018-03-08,36.319950103759766
2018-03-09,36.54470443725586
2018-03-12,36.79941940307617
2018-03-13,36.34992218017578
2018-03-14,35.93038558959961
2018-03-15,35.555789947509766
2018-03-16,35.7580680847168
2018-03-19,35.016387939453125
2018-03-20,34.96394729614258
2018-03-21,35.96034622192383
2018-03-22,33.90011978149414
2018-03-23,33.27081298828125
2018-03-26,34.01998519897461
2018-03-27,33.428138732910156
2018-03-28,33.15095138549805
2018-03-29,34.3046760559082
2018-04-02,33.8252067565918
2018-04-03,34.124874114990234
2018-04-04,34.03497314453125
2018-04-05,34.99391555786133
2018-04-06,33.90760803222656
2018-04-09,33.72032165527344
2018-04-10,34.96394729614258
2018-04-11,34.91899490356445
2018-04-12,35.278602600097656
2018-04-13,35.166229248046875
2018-04-16,35.2336540222168
2018-04-17,35.88542938232422
2018-04-18,37.05414581298828
2018-04-19,37.21146774291992
2018-04-20,36.881832122802734
2018-04-23,36.379886627197266
2018-04-24,36.50724792480469
2018-04-25,36.28998565673828
2018-04-26,37.18150329589844
2018-04-27,36.402366638183594
2018-04-30,36.24503707885742
2018-05-01,35.825496673583984
2018-05-02,35.99031448364258
2018-05-03,36.38737869262695
2018-05-04,36.80691909790039
2018-05-07,36.76946258544922
2018-05-08,36.559688568115234
2018-05-09,36.90430450439453
2018-05-10,37.57107162475586
2018-05-11,37.65348434448242
2018-05-14,37.78084182739258
2018-05-15,37.82579040527344
2018-05-16,38.64988327026367
2018-05-17,38.58995056152344
2018-05-18,38.005592346191406
2018-05-21,37.713417053222656
2018-05-22,37.758365631103516
2018-05-23,37.10658264160156
2018-05-24,36.96424102783203
2018-05-25,36.34992218017578
2018-05-29,35.33852767944336
2018-05-30,36.027774810791016
2018-05-31,35.832984924316406
2018-06-01,36.44731140136719
2018-06-04,36.731998443603516
2018-06-05,36.91180419921875
2018-06-06,37.62351989746094
2018-06-07,36.619625091552734
2018-06-08,36.62711715698242
2018-06-11,36.776947021484375
2018-06-12,36.8218994140625
2018-06-13,36.634613037109375
2018-06-14,36.44731140136719
2018-06-15,35.480873107910156
2018-06-18,35.555789947509766
2018-06-19,34.7691650390625
2018-06-20,35.24863815307617
2018-06-21,34.544410705566406
2018-06-22,35.226158142089844
2018-06-25,34.109886169433594
2018-06-26,34.3496208190918
2018-06-27,33.77276611328125
2018-06-28,33.840187072753906
2018-06-29,33.92259216308594
2018-07-02,33.66038513183594
2018-07-03,33.55550003051758
2018-07-05,34.01998519897461
2018-07-06,34.40956115722656
2018-07-09,34.98642349243164
2018-07-10,35.06883239746094
2018-07-11,34.0050048828125
2018-07-12,34.40206527709961
2018-07-13,34.40956115722656
2018-07-16,34.16232681274414
2018-07-17,34.62682342529297
2018-07-18,35.02388000488281
2018-07-19,34.33464050292969
2018-07-20,34.491966247558594
2018-07-23,34.96394729614258
2018-07-24,35.9753303527832
2018-07-25,36.252525329589844
2018-07-26,35.88542938232422
2018-07-27,36.01279067993164
2018-07-30,35.96034622192383
2018-07-31,35.8779411315918
2018-08-01,35.4359245300293
2018-08-02,34.70173645019531
2018-08-03,35.166229248046875
2018-08-06,34.836585998535156
2018-08-07,34.8890266418457
2018-08-08,34.79163360595703
2018-08-09,34.282203674316406
2018-08-10,33.60044860839844
2018-08-13,33.2183723449707
2018-08-14,33.2183723449707
2018-08-15,31.989728927612305
2018-08-16,32.16203689575195
2018-08-17,32.58157730102539
2018-08-20,33.03856658935547
2018-08-21,32.95616149902344
2018-08-22,33.26332473754883
2018-08-23,32.43923568725586
2018-08-24,33.233360290527344
2018-08-27,33.78025436401367
2018-08-28,33.70533752441406
2018-08-29,33.81022262573242
2018-08-30,32.843788146972656
2018-08-31,33.03107452392578
2018-09-04,32.04216766357422
2018-09-05,32.2144775390625
2018-09-06,32.28190231323242
2018-09-07,32.13956069946289
2018-09-10,31.802433013916016
2018-09-11,31.450326919555664
2018-09-12,32.184513092041016
